ruleset_name;ruleset_description;ruleset_scope;ruleset_enabled;rule_description;rule_enabled;unscoped_consumers;consumer_all_workloads;consumer_labels;consumer_label_groups;consumer_iplists;consumer_user_groups;consumer_workloads;consumer_virtual_services;consumer_use_workload_subnets;provider_all_workloads;provider_labels;provider_label_groups;provider_iplists;provider_workloads;provider_virtual_services;provider_virtual_servers;provider_use_workload_subnets;services;consumer_resolve_labels_as;provider_resolve_labels_as;machine_auth_enabled;secure_connect_enabled;stateless_enabled;network_type;ruleset_href;rule_href;update_type;Column1
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Monitoring
Service=Zabbix
App Name : FRA-ZABBIX GBIS
OS : Linux AIX WINDOWS";TRUE;FALSE;FALSE;"OS:LINUX;OS:AIX;OS:WINDOWS";"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"env:PRD;app:APA_IAS_SEL;app:APA_SEL_125475;app:APA_ICR_SEL;app:APA_IAS_AK468-IVK;app:APA_SPV_A7096;app:APA_IAS_AK458-IJW;app:CSU_MON_ZABBIX_ALL;app:CSU_MON_EMEA.ZABBIX_IJW-AK458-PRD.AK458;app:APA_IAS_AK458;app:APA_IAS_AK468";;;;;;FALSE;"10051 TCP;10052 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/88805;;KEEP
BOUQUETS_EUR.INFRA.ESSENTIAL-OUT-v10.2-RS;"Global Rules for OUTBOUND flows in destination of ESSENTIAL Core Infra Services.
Scope = ALL
Consumer = (APPGROUP_EUR.INFRA.ESSENTIAL-LGA + ANY) or APPGROUP_EUR.INFRA.ESSENTIAL-LGA
Provider = CS, CSM, CSD, APA, CSU";;TRUE;"CAT=Messaging
Service=SMTP

App Name : AII - AIX INfra server IAS/SYS
OS : Linux";TRUE;FALSE;FALSE;OS:LINUX;"APPGROUP_L1.GTE-LGA;REGION.EUR-LGL";Any (0.0.0.0/0 and ::/0);;;;FALSE;FALSE;"app:APA_IAS_A7776-AII;env:PRD";;;;;;FALSE;25 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9344;/orgs/1/sec_policy/draft/rule_sets/9344/sec_rules/88765;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;"Flux DATABASE AS A SERVICE
";TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DB.MANAGED.OCP";;;;;;FALSE;FALSE;"app:APA_B05_AF524;env:PRD";;;;;;FALSE;"7 TCP;3872 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/92469;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;NASTEL Monitoring for MQ;TRUE;FALSE;FALSE;"role:BATCH;app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";;;;;;FALSE;FALSE;"app:APA_IAS_RBIIN;env:PRD";;;;;;FALSE;"5010 TCP;4010 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/92434;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;Request 678769971;TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"app:APA_ADB_196919;env:PRD";;;;;;FALSE;1522 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90529;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;"Flux DATABASE AS A SERVICE
";TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DB.MANAGED.OCP";;;;;;FALSE;FALSE;"env:PRD;app:APA_AGR_3534";;;;;;FALSE;"7 TCP;3872 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90393;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;"Flux STAR-SBS
";TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"env:PRD;app:APA_SNA_216334";;;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90385;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;"Flux SERVEURS TECHNIQUES MONACO
";TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"env:PRD;app:APA_GCR_GTSMO";;;;;;FALSE;9988 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90383;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;IDL cockpit flow;TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"env:PRD;app:APA_IAS_ILC";;;;;;FALSE;"7 TCP;1830 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90369;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;"Flux OTHER DATABASE ADMINISTRATION TOOLS
";TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"env:PRD;app:APA_IAS_ADB";;;;;;FALSE;1830 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90367;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-OUTBOUND2APA-PRD-RS;;;TRUE;To investigate ;TRUE;FALSE;FALSE;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD;role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"env:PRD;app:APA_IAS_SCE";;;;;;FALSE;1858 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/10035;/orgs/1/sec_policy/draft/rule_sets/10035/sec_rules/90365;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;In order to be able to backup the databases using RMAN catalog.;TRUE;FALSE;FALSE;role:DB.ORA.GEN1;;;;;;FALSE;FALSE;;;"DNS_dbmprd9vr2-scan.dns20-3.socgen-IPL;DNS_dbmprd9vr22-vip.dns20-3.socgen-IPL;DNS_dbmprd9vr21-vip.dns20-3.socgen-IPL;DNS_dbmdrp8vr2-scan.dns20-2.socgen-IPL;DNS_dbmdrp8vr21-vip.dns20-2.socgen-IPL;DNS_dbmdrp8vr22-vip.dns20-2.socgen-IPL";;;;FALSE;1521 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/105619;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Temparary Allowing it for Dev env. its allready allowed for PRD for Bouquets.;FALSE;TRUE;FALSE;"app:CSM_RBD_PAS.DRE_ALL;role:REBOUND;env:DEV";;;;;;FALSE;FALSE;role:DB.ORA.GEN1;;;;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/103893;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;justification: Flow needs to be opened for Cash Payment generation , Treasury announcement, Settlement Accounting for MARK & GLBA perimeter and some GTPS scope.;TRUE;TRUE;FALSE;"app:SSM_GTS_CG.FRA.WEBSPHERE;role:CORE;env:PRD";;;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;1415 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/103698;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Flux Vault;TRUE;FALSE;FALSE;role:DB.ORA.GEN1;;;;;;FALSE;FALSE;;;SS_AUTH_PASSWORD.VAULT-PRD-IPL;;;;FALSE;1858 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92467;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;FLux pthorey.fr.world.socgen-IPL;TRUE;FALSE;FALSE;role:DB.ORA.GEN1;;;;;;FALSE;FALSE;;;DNS_pthorey.fr.world.socgen-IPL;;;;FALSE;"111 TCP;111 UDP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92465;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"QUALYS Flow implemented on Bouquet Illumio, shall be disabled
";TRUE;FALSE;FALSE;;;DNS_gtfri-paris1-vcs2.eu-fr-paris.cloud.socgen-IPL;;;;FALSE;FALSE;role:DB.MANAGED.OCP;;;;;;FALSE;"22 TCP;8100 TCP;1522 TCP;111 UDP;53 UDP;2000 TCP;7938 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92458;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"Flux data104b_dmp_v718.eu-fr-north.cloud.socgen-IPL
";TRUE;FALSE;FALSE;role:DB.MANAGED.OCP;;;;;;FALSE;FALSE;;;"DNS_data205b_dbaas_v718.eu-fr-north.cloud.socgen-IPL;DNS_data104b_dmp_v718.eu-fr-north.cloud.socgen-IPL";;;;FALSE;2049 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91768;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Flux Docker;TRUE;FALSE;FALSE;role:DB.MANAGED.OCP;;;;;;FALSE;FALSE;;;MUT_KUBE9.PROD.GTS.SSA-IPL;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91760;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"Validated by ME
Flow in destination of AUTOSYS API";TRUE;FALSE;FALSE;role:BATCH;;;;;;FALSE;FALSE;;;SSD_AUTOSYS.API-IPL;;;;FALSE;443 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91600;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"27/06/2024 added by AFH
Following 570284207";TRUE;FALSE;FALSE;;;MUT_KUBE9.PROD.GBIS.ITEC-IPL;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91598;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Shared service : File transfert flow;TRUE;FALSE;FALSE;;;SSD_FTR_TRANSFERT-PRD-IPL;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;SS_TRANSFER_FTR_GCR-PROD-OUT-SVC (22 TCP);workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91592;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;user flow. disabled?;TRUE;FALSE;FALSE;;;U_IN_BENGALORE_VDI-IPL;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;8081 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91085;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;To investigate;TRUE;FALSE;FALSE;role:BATCH;;;;;;FALSE;FALSE;;;DNS_ddp08b.fr.world.socgen-IPL;;;;FALSE;"2049 TCP;111 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90418;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;flux ftr sortant;TRUE;FALSE;FALSE;role:BATCH;;;;;;FALSE;FALSE;;;SSD_FTR_TRANSFERT-PRD-IPL;;;;FALSE;"SS_TRANSFER_FTR_GCR-PROD-IN-SVC (1364 TCP;2905 TCP;2903 TCP;21 TCP;10022 TCP);ICMP (ICMP;IPv6-ICMP)";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90416;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;To investigate;TRUE;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;;;DNS_crsprdfs01.fr.world.socgen;;;;FALSE;"635 UDP;111 TCP;111 UDP;2049 TCP;2049 UDP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90414;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;To investigate;TRUE;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;;;NZ4_CAZA_AES_DC2-IPL;;;;FALSE;"1858 TCP;111 TCP;111 UDP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90410;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;To investigate;TRUE;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;;;NZ2_LAN.EUR.PRD_SGCIB.ACE.DR-IPL;;;;FALSE;4903 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90408;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;;TRUE;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;;;DNS_cvsparpa4elt102-nfs1.fr.world.socgen-IPL;;;;FALSE;"111 TCP;111 UDP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90404;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;No docker flow to be disabled;TRUE;FALSE;FALSE;;;MUT_KUBE9.PROD.GTS.SSA-IPL;;;;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90281;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"Flux DOCKERPAAS
";TRUE;FALSE;FALSE;;;MUT_KUBE9.PROD.GTS.SSA-IPL;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90279;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;;TRUE;FALSE;FALSE;;;MUT_KUBE3.PROD.GTS.SSA-IPL;;;;FALSE;FALSE;role:DB.MANAGED.OCP;;;;;;FALSE;24612 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90267;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"user access to database could be disabled

Rule disabled : Change 765250258";FALSE;FALSE;FALSE;;;"U_FR_SGADM_LAPTOP-IPL;U_FR_SGADM_VDI-IPL";;;;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;1522 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90265;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;To investigate;TRUE;FALSE;FALSE;;;DNS_room-par-def-tours-sg-g25613.data.socgen-IPL;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;"8888 TCP;80 TCP;7001 TCP;8443 TCP;5000 TCP;9000 TCP;8008 TCP;8000 TCP;10000 TCP;21 TCP;27017 TCP;443 TCP;5601 TCP;3000 TCP;8080 TCP;11211 TCP;3306 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90263;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"user  direct access. disabled?

Rule disabled : Change 765250258";FALSE;FALSE;FALSE;;;"U_IN_BENGALORE_VDI-IPL;U_IN_BENGALORE_VOYAGER_ALL-IPL";;;;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;1522 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90261;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Allow Intra app Flow;TRUE;FALSE;TRUE;;;;;;;FALSE;TRUE;;;;;;;FALSE;All Services;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90255;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"temporary : CyberArk standard access.
Cutoff on 18/09/2025 through CHANGE 729769612";FALSE;TRUE;FALSE;"role:PSM;role:PSMP;app:CSM_RBD_CYBERARK.STANDARD.FRA.BUSU;env:PRD";;;;;;FALSE;TRUE;;;;;;;FALSE;"ALL-BUT-ERADICATE-SVC (IGMP;6064-65535 TCP;5907-5999 TCP;1724-5899 TCP;515-1722 TCP;140-511 TCP;38-138 TCP;24-36 TCP;20 TCP;14-18 TCP;1-12 TCP;1-68 UDP;69-160 UDP;161-176 UDP;178-1700 UDP;1702-65535 UDP;ICMP;22 TCP);21 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92179;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;flux cockpit(to investigate);TRUE;TRUE;FALSE;"env:PRD;app:APM_GBTO_CHR.IDL.COCKPIT;role:DB.ORA.GEN1";;;;;;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;"7 TCP;1830 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92878;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Flux de Synchro DB;TRUE;TRUE;FALSE;"role:DB.MANAGED.OCP;app:APM_GCR_SRG.BIR;env:PRD";;;;;;FALSE;FALSE;role:DB.MANAGED.OCP;;;;;;FALSE;"7 TCP;3872 TCP";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92710;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"Flux DATABASE AS A SERVICE
";TRUE;TRUE;FALSE;"app:APA_B05_AF524;env:PRD";;;;;;FALSE;FALSE;role:DB.MANAGED.OCP;;;;;;FALSE;3872 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92598;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"Application: DATABASE AS A SERVICE
";TRUE;TRUE;FALSE;"app:APA_DBB_196860;env:PRD";;;;;;FALSE;FALSE;role:DB.ORA.GEN1;;;;;;FALSE;"ICMP (ICMP;IPv6-ICMP)";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/92461;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Flux EOLE ALISE GATE;TRUE;TRUE;FALSE;"app:APM_L1.GBTO_EOLE.ALISE.GATE.L1;role:DB.ORA.GEN1;env:PRD";;;;;;FALSE;FALSE;"role:DB.ORA.GEN1;role:BATCH";;;;;;FALSE;"ICMP (ICMP;IPv6-ICMP)";workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91731;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Allow rule according to 577546549;TRUE;TRUE;FALSE;"app:APM_L1.GBTO_X.ONE.L1;env:PRD;role:INHOUSE_SOFT";;;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;1415 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91723;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Allow rule according to 577546549;TRUE;TRUE;FALSE;"app:APM_L3.GBTO.EUR_CG.X.ONE.CL.EUR;role:FRONTEND;env:PRD";;;;;;FALSE;FALSE;role:BATCH;;;;;;FALSE;1415 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/91719;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;Rule disabled : Change 765250258;FALSE;TRUE;FALSE;"app:APA_FLO_A7048;env:PRD";;;;;;FALSE;FALSE;"role:DATABASE;role:DB.ORA.GEN1";;;;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90954;;KEEP
APM_GCR_CLS.CONTROL.BRANCH-PRD-RS;;"app:APM_GCR_CLS.CONTROL.BRANCH;env:PRD";TRUE;"Flux REBOND Infrastructure IAS/SYS
";TRUE;TRUE;FALSE;"app:APA_IAS_A7733-RBD;env:PRD";;;;;;FALSE;FALSE;"role:DATABASE;role:DB.MANAGED.OCP;role:BATCH;role:DB.ORA.GEN1";;;;;;FALSE;22 TCP;workloads;workloads;FALSE;FALSE;FALSE;brn;/orgs/1/sec_policy/draft/rule_sets/9520;/orgs/1/sec_policy/draft/rule_sets/9520/sec_rules/90952;;KEEP
